symbol,code,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,ticktime,per,per_d,nta,pb,mktcap,nmc,turnoverratio,favor,guba
sh600016,600016,民生银行,7.950,0.020,0.252,7.950,7.960,7.930,7.940,8.010,7.930,53827572,429066541,15:00:00,5.889,5.737,10.2800,0.773,29005852.25784,23493656.62848,0.18215,,
sh600017,600017,日照港,3.920,-0.020,-0.508,3.910,3.920,3.940,3.940,3.980,3.890,16194600,63641521,15:00:00,32.667,27.881,3.5166,1.115,1205656.324096,1205656.324096,0.52654,,
sh600018,600018,上港集团,6.750,0.000,0.000,6.740,6.750,6.750,6.810,6.810,6.720,14638757,98908368,15:00:00,13.56,12.986,3.0854,2.188,15642230.38875,15359746.26375,0.06433,,
sh600019,600019,宝钢股份,9.140,0.130,1.443,9.140,9.150,9.010,9.020,9.150,9.000,59925286,543734605,15:00:00,10.628,9.946,7.5998,1.203,20352874.42425,20190009.76965,0.27128,,
sh600020,600020,中原高速,4.440,-0.030,-0.671,4.440,4.450,4.470,4.470,4.480,4.440,3681000,16396676,15:00:00,11.056,9.991,4.5282,0.981,997833.093408,997833.093408,0.16379,,
sh600021,600021,上海电力,8.270,0.120,1.472,8.260,8.270,8.150,8.150,8.300,8.150,3336841,27552255,15:00:00,21.475,21.723,5.2949,1.562,1992786.462223,707785.274655,0.38989,,
sh600022,600022,山东钢铁,2.020,0.000,0.000,0.000,0.000,2.020,0.000,0.000,0.000,0,0,15:00:00,11.49,10.565,1.7090,1.182,2211203.022432,2159099.847614,0,,
sh600023,600023,浙能电力,5.170,0.060,1.174,5.170,5.180,5.110,5.110,5.170,5.110,9366541,48167939,15:00:00,16.156,17.914,4.4954,1.15,7031556.723796,7031556.723796,0.06887,,
sh600025,600025,华能水电,3.320,-0.020,-0.599,3.310,3.320,3.340,3.340,3.350,3.300,23219952,77308073,15:00:00,23.714,32.871,2.2073,1.504,5976000,597600,1.29,,
sh600026,600026,中远海能,4.910,0.000,0.000,4.900,4.910,4.910,4.920,4.940,4.900,6149830,30236388,15:00:00,11.207,17.7,6.8298,0.719,1979728.134751,1343392.134751,0.22477,,
sh600027,600027,华电国际,3.750,-0.010,-0.266,3.740,3.750,3.760,3.770,3.770,3.710,22835876,85475830,15:00:00,85.227,33.452,4.3040,0.871,3698616.244875,2544227.13075,0.33658,,
sh600028,600028,中国石化,7.140,-0.110,-1.517,7.130,7.140,7.250,7.230,7.230,7.090,163880107,1170280230,15:00:00,16.919,16.231,6.1600,1.159,86444843.687244,68228248.526844,0.1715,,
sh600029,600029,南方航空,10.710,0.410,3.981,10.710,10.720,10.300,10.360,10.760,10.330,97496748,1033945364,15:00:00,17.85,15.565,5.2410,2.044,10804433.574312,7521258.15,1.38832,,
sh600030,600030,中信证券,19.870,0.380,1.950,19.880,19.890,19.490,19.510,19.950,19.510,115216766,2284055672,15:00:00,21.138,20.365,12.5216,1.587,24076296.9908,19501732.7979,1.17392,,
sh600031,600031,三一重工,8.540,0.010,0.117,8.530,8.540,8.530,8.500,8.580,8.470,47743409,406761331,15:00:00,31.248,23.044,3.4995,2.44,6582042.689614,6530435.19121,0.62435,,
sh600033,600033,福建高速,3.430,0.010,0.292,3.420,3.430,3.420,3.420,3.440,3.410,4603250,15755102,15:00:00,14.345,15.064,3.2336,1.061,941329.2,941329.2,0.16773,,
sh600035,600035,楚天高速,3.960,-0.030,-0.752,3.950,3.960,3.990,3.970,3.980,3.950,4071117,16115246,15:00:00,11.647,12.033,3.5709,1.109,685395.185508,590592.449304,0.27297,,
sh600036,600036,招商银行,30.820,0.740,2.460,30.820,30.830,30.080,30.500,31.210,30.300,70766757,2175818347,15:00:00,11.086,10.67,18.3200,1.682,77727564.142282,63578406.730178,0.34305,,
sh600037,600037,歌华有线,12.190,-0.040,-0.327,12.180,12.190,12.230,12.260,12.350,12.170,4628271,56794198,15:00:00,22.285,22.458,9.2437,1.319,1696577.240596,1424221.119694,0.39614,,
sh600038,600038,中直股份,43.680,-0.740,-1.666,43.670,43.680,44.420,44.300,44.730,43.510,5659993,248660954,15:00:00,56.544,56.588,12.4263,3.515,2574834.295488,2574834.295488,0.96017,,
sh600039,600039,四川路桥,3.790,-0.020,-0.525,3.790,3.800,3.810,3.800,3.830,3.780,7154205,27176973,15:00:00,11.457,11.971,3.6340,1.043,1368389.16829,1144478.682688,0.23692,,
sh600048,600048,保利地产,13.720,0.020,0.146,13.730,13.740,13.700,13.830,14.000,13.510,48878101,673618154,15:00:00,10.394,10.409,8.8050,1.558,16269781.135692,16102259.768308,0.41647,,
sh600050,600050,中国联通,5.750,0.070,1.232,5.750,5.760,5.680,5.710,5.810,5.700,138308905,795652409,15:00:00,305.851,93.344,4.4189,1.301,17840991.720025,12188042.927125,0.65251,,
sh600051,600051,宁波联合,7.770,0.040,0.518,7.770,7.780,7.730,7.730,7.790,7.710,3263367,25317445,15:00:00,4.981,5.082,7.6490,1.016,241553.76,241553.76,1.04972,,
sh600052,600052,浙江广厦,3.730,0.000,0.000,0.000,0.000,3.730,0.000,0.000,0.000,0,0,15:00:00,16.955,15.4,2.7296,1.367,325177.331316,325177.331316,0,,
sh600053,600053,九鼎投资,22.390,-0.590,-2.567,22.380,22.390,22.980,22.900,23.200,22.220,1388733,31336243,15:00:00,29.973,30.891,4.6595,4.805,970697.8512,970697.8512,0.32032,,
sh600054,600054,黄山旅游,12.500,0.060,0.482,12.480,12.500,12.440,12.450,12.520,12.350,2962809,36840752,15:00:00,22.727,20.977,5.5665,2.246,934125,641625,0.57721,,
sh600055,600055,万东医疗,14.600,-0.290,-1.948,14.590,14.600,14.890,14.790,15.010,14.380,5609151,81637059,15:00:00,72.277,71.569,3.4170,4.273,789591.65054,707878.08,1.15689,,
sh600056,600056,中国医药,21.840,0.150,0.692,21.840,21.850,21.690,21.550,21.850,21.430,7253313,156703245,15:00:00,17.971,16.728,7.6631,2.85,2333572.406256,2210505.163776,0.71663,,
sh600057,600057,象屿股份,9.040,0.090,1.006,9.030,9.040,8.950,8.900,9.120,8.860,11430971,102983937,15:00:00,17.725,14.735,6.2593,1.444,1317796.279288,1305634.844128,0.79146,,
sh600058,600058,五矿发展,10.560,-0.020,-0.189,10.560,10.570,10.580,10.530,10.680,10.500,2074540,21983055,15:00:00,327.95,236.242,4.7181,2.238,1131937.710816,1131937.710816,0.19354,,
sh600059,600059,古越龙山,8.550,-0.040,-0.466,8.540,8.550,8.590,8.590,8.650,8.540,3298156,28328591,15:00:00,42.75,38.136,5.0198,1.703,691288.161075,691288.161075,0.40792,,
sh600060,600060,海信电器,14.200,0.280,2.012,14.190,14.200,13.920,13.890,14.260,13.880,7526701,106648491,15:00:00,19.722,19.425,10.7982,1.315,1858043.33524,1858043.33524,0.57522,,
sh600061,600061,国投资本,12.330,-0.110,-0.884,12.360,12.370,12.440,12.450,12.570,12.260,3674503,45592565,15:00:00,18.132,19.161,8.6879,1.419,5212050.953391,4554889.062129,0.09947,,
sh600062,600062,华润双鹤,25.790,0.050,0.194,25.760,25.790,25.740,25.700,25.880,25.070,9374433,238067169,15:00:00,26.61,23.224,8.9229,2.89,2242091.710882,1769284.620902,1.36647,,
sh600063,600063,皖维高新,3.020,-0.020,-0.658,3.020,3.030,3.040,3.040,3.060,3.010,7214150,21916301,15:00:00,60.4,72.947,2.4409,1.237,581620.196984,581620.196984,0.37459,,
sh600064,600064,南京高科,14.310,0.100,0.704,14.310,14.320,14.210,14.260,14.420,14.220,2983025,42759359,15:00:00,11.682,10.743,13.6401,1.049,1105408.941705,1105408.941705,0.38617,,
sh600066,600066,宇通客车,21.960,0.200,0.919,21.970,21.980,21.760,21.850,22.200,21.630,9598121,210739923,15:00:00,15.574,15.644,6.6825,3.286,4861810.533708,4861810.533708,0.43353,,
sh600067,600067,冠城大通,5.090,-0.070,-1.357,5.080,5.090,5.160,5.160,5.190,5.070,3298665,16917717,15:00:00,12.725,28.091,4.8421,1.051,759484.359025,759484.359025,0.22107,,
sh600068,600068,葛洲坝,7.950,-0.070,-0.873,7.950,7.960,8.020,8.010,8.030,7.930,24545338,195704512,15:00:00,8.913,7.797,5.5117,1.442,3660798.04254,3660798.04254,0.53304,,
sh600069,600069,银鸽投资,8.160,-0.150,-1.805,8.150,8.160,8.310,8.290,8.400,8.120,7381900,60811012,15:00:00,204,113.808,1.6930,4.82,1019268.012912,673505.301504,0.89437,,
sh600070,600070,浙江富润,9.220,-0.300,-3.151,9.210,9.220,9.520,9.520,9.550,9.210,2205000,20668328,15:00:00,28.813,36.777,4.6308,1.991,481234.320796,370199.695576,0.54917,,
sh600071,600071,凤凰光学,16.020,-0.350,-2.138,16.010,16.040,16.370,16.300,16.390,15.820,1041400,16791919,15:00:00,114.429,104.501,1.7743,9.029,380430.874512,380430.874512,0.43854,,
sh600072,600072,中船科技,11.920,-0.460,-3.716,11.910,11.920,12.380,12.630,12.700,11.860,9939451,121632279,15:00:00,290.732,229.231,4.9761,2.395,877609.860536,716128.29384,1.65443,,
sh600073,600073,上海梅林,6.970,-0.090,-1.275,6.960,6.970,7.060,7.060,7.100,6.940,4186362,29386573,15:00:00,23.233,24.928,3.9424,1.768,653597.441984,653597.441984,0.44644,,
sh600074,600074,*ST保千,1.430,-0.070,-4.667,1.430,1.440,1.500,1.490,1.490,1.430,35848221,51759747,15:00:00,-0.451,-0.435,-1.4259,-1.003,348617.705007,146725.597876,3.4938,,
sh600075,600075,新疆天业,6.680,-0.010,-0.150,6.680,6.690,6.690,6.680,6.750,6.660,3780612,25355792,15:00:00,12.145,12.04,4.6243,1.445,649644.931136,556042.984904,0.45418,,
sh600076,600076,康欣新材,6.350,0.000,0.000,0.000,0.000,6.350,0.000,0.000,0.000,0,0,15:00:00,14.08,13.301,3.4123,1.861,656757.721915,477757.894495,0,,
sh600077,600077,宋都股份,3.460,-0.080,-2.260,3.460,3.470,3.540,3.540,3.560,3.450,7093037,24734405,15:00:00,28.833,25.821,2.7964,1.237,463682.324796,463682.324796,0.52928,,
sh600078,600078,澄星股份,4.250,-0.060,-1.392,4.250,4.260,4.310,4.310,4.330,4.210,2478300,10587482,15:00:00,47.222,56.441,2.8380,1.498,281593.465925,281593.465925,0.37404,,
sh600079,600079,人福医药,15.090,0.000,0.000,15.100,15.110,15.090,15.030,15.140,14.720,14313333,213839859,15:00:00,9.863,10.461,8.6264,1.749,2042739.791718,1940648.034558,1.11297,,
sh600080,600080,金花股份,10.900,-0.230,-2.067,10.910,10.920,11.130,11.100,11.250,10.790,5942508,64928707,15:00:00,62.25,63.115,4.6947,2.322,406864.61065,332772.50048,1.94648,,
sh600081,600081,东风科技,10.730,-0.150,-1.379,10.710,10.720,10.880,10.800,10.900,10.680,2163125,23295743,15:00:00,24.161,22.438,4.1478,2.587,336449.88,336449.88,0.68986,,
sh600082,600082,海泰发展,5.640,-0.020,-0.353,5.620,5.640,5.660,5.630,5.710,5.600,3388304,19147421,15:00:00,255.204,94.472,2.6259,2.148,364409.325864,356753.576328,0.53566,,
sh600083,600083,博信股份,20.930,-0.300,-1.413,20.930,20.980,21.230,21.250,21.700,20.910,2213833,46971461,15:00:00,571.858,322.496,0.3053,68.556,481390,477190.031318,0.97101,,
sh600084,600084,中葡股份,7.520,0.000,0.000,0.000,0.000,7.520,0.000,0.000,0.000,0,0,15:00:00,-94,-86.536,2.0588,3.653,845042.57616,845042.57616,0,,
sh600085,600085,同仁堂,37.920,-0.390,-1.018,37.900,37.930,38.310,38.070,38.080,37.200,8968886,338185705,15:00:00,51.105,49.987,6.3372,5.984,5200615.233504,5200615.233504,0.65396,,
sh600086,600086,东方金钰,10.040,0.000,0.000,0.000,0.000,10.040,0.000,0.000,0.000,0,0,15:00:00,58.645,57.867,2.4768,4.054,1355400,1061072.396064,0,,
sh600088,600088,中视传媒,14.030,0.240,1.740,14.000,14.010,13.790,13.790,14.050,13.790,2636095,36766871,15:00:00,56.573,81.903,3.3647,4.17,464985.066,464985.066,0.79539,,
sh600089,600089,特变电工,8.090,-0.030,-0.370,8.080,8.090,8.120,8.100,8.160,8.060,9823332,79638642,15:00:00,13.228,14.441,7.6249,1.061,3005032.756301,3004879.046301,0.26447,,
sh600090,600090,同济堂,8.460,-0.040,-0.471,8.470,8.480,8.500,8.500,8.560,8.450,4522798,38377052,15:00:00,23.5,23.559,4.1369,2.045,1217954.85147,594481.644234,0.64363,,
sh600091,600091,ST明科,4.580,-0.100,-2.137,4.560,4.570,4.680,4.690,4.690,4.560,1005100,4626524,15:00:00,458,-126.519,2.0373,2.248,200334.935992,154128.908,0.29867,,
sh600093,600093,易见股份,13.790,-0.940,-6.382,13.780,13.790,14.730,14.430,14.510,13.620,19513605,272999687,15:00:00,18.89,18.443,6.1385,2.246,1547855.1025,444655.1025,6.05172,,
sh600094,600094,大名城,6.500,-0.060,-0.915,6.500,6.510,6.560,6.510,6.570,6.470,2619521,17064722,15:00:00,11.396,13.739,4.8091,1.352,1608961.28705,1479793.2253,0.11506,,
sh600095,600095,哈高科,5.280,-0.140,-2.583,5.280,5.290,5.420,5.410,5.420,5.230,7032100,37323596,15:00:00,91.034,81.607,2.0216,2.612,190747.16232,190747.16232,1.94653,,
sh600096,600096,云天化,6.470,-0.060,-0.919,6.470,6.480,6.530,6.490,6.530,6.450,2726994,17694366,15:00:00,42.343,38.329,2.8089,2.303,854932.302286,726018.14235,0.24302,,
sh600097,600097,开创国际,12.950,-0.340,-2.558,12.930,12.940,13.290,13.230,13.350,12.930,943800,12434274,15:00:00,25.392,20.552,6.1523,2.105,312012.843905,262364.281795,0.46585,,
sh600098,600098,广州发展,6.820,0.090,1.337,6.810,6.820,6.730,6.700,6.930,6.700,8226729,56431894,15:00:00,27.401,24.701,5.9101,1.154,1859266.052556,1859266.052556,0.30177,,
sh600099,600099,林海股份,8.310,-0.140,-1.657,8.300,8.350,8.450,8.420,8.500,8.300,903909,7605310,15:00:00,944.318,1298.438,2.1478,3.869,182088.72,182088.72,0.41252,,
sh600100,600100,同方股份,11.000,0.020,0.182,11.000,11.010,10.980,10.990,11.090,10.920,13410731,147594952,15:00:00,314.286,219.124,7.1433,1.54,3260288.8461,3260288.8461,0.45247,,
sh600101,600101,明星电力,8.090,-0.070,-0.858,8.100,8.110,8.160,8.160,8.170,8.090,964047,7835603,15:00:00,26.967,26.088,6.5000,1.245,262260.792393,262260.792393,0.29738,,
sh600103,600103,青山纸业,3.580,0.000,0.000,3.580,3.590,3.580,3.600,3.620,3.560,4874351,17464491,15:00:00,60.269,47.797,1.8886,1.896,634986.74979,380139.2928,0.45905,,
sh600104,600104,上汽集团,35.200,0.590,1.705,35.190,35.200,34.610,34.650,35.490,34.650,12010766,423455562,15:00:00,11.896,11.47,20.0576,1.755,41125784.0048,40492083.65664,0.10441,,
sh600105,600105,永鼎股份,5.970,-0.070,-1.159,5.960,5.970,6.040,6.060,6.090,5.940,5027322,30314615,15:00:00,19.258,20.565,2.7975,2.134,575444.175924,454859.847324,0.65983,,
sh600106,600106,重庆路桥,3.920,-0.020,-0.508,3.920,3.930,3.940,3.930,3.950,3.910,2541696,9980362,15:00:00,14,13.754,3.5926,1.091,391418.3504,391418.3504,0.25455,,
sh600107,600107,美尔雅,11.050,0.000,0.000,11.060,11.070,11.050,11.050,11.070,10.930,933761,10278377,15:00:00,863.281,1032.71,1.5284,7.23,397800,397800,0.25938,,
sh600108,600108,亚盛集团,3.530,-0.010,-0.283,3.530,3.540,3.540,3.520,3.560,3.520,4993100,17657192,15:00:00,70.179,65.981,2.4311,1.452,687261.037713,687261.037713,0.25646,,
sh600109,600109,国金证券,8.440,0.000,0.000,8.450,8.460,8.440,8.410,8.530,8.410,15416168,130544987,15:00:00,21.259,21.487,6.3116,1.337,2552559.25764,2552559.25764,0.50973,,
sh600110,600110,诺德股份,6.980,-0.090,-1.273,6.970,6.990,7.070,7.070,7.090,6.940,13760875,96118444,15:00:00,42.252,45.003,1.8180,3.839,802917.843706,802917.843706,1.19627,,
sh600111,600111,北方稀土,13.020,0.070,0.541,13.010,13.020,12.950,12.930,13.120,12.840,36764123,477448276,15:00:00,117.828,108.5,2.4585,5.296,4730251.932,4730251.932,1.01193,,
sh600112,600112,天成控股,4.460,-0.190,-4.086,4.440,4.460,4.650,4.620,4.630,4.380,16783068,75641440,15:00:00,114.948,-81.835,2.3994,1.859,227105.361316,227105.361316,3.29594,,
sh600113,600113,浙江东日,10.370,0.080,0.778,10.360,10.370,10.290,10.160,10.410,10.160,4868619,50138596,15:00:00,34.567,33.484,2.1344,4.859,330388.2,330388.2,1.52813,,
sh600114,600114,东睦股份,10.910,-0.170,-1.534,10.920,10.930,11.080,11.180,11.180,10.770,5220698,57198811,15:00:00,15.153,14.964,6.0702,1.797,704561.822411,680236.668211,0.83732,,
sh600115,600115,东方航空,7.860,0.230,3.014,7.860,7.870,7.630,7.630,7.920,7.570,58685711,460140212,15:00:00,17.9,20.608,3.8282,2.053,11371522.346052,7709469.746052,0.59832,,
sh600116,600116,三峡水利,8.070,-0.040,-0.493,8.060,8.070,8.110,8.140,8.150,8.040,3010340,24337938,15:00:00,23.057,24.915,2.7930,2.889,801355.440114,801355.440114,0.30315,,
sh600117,600117,西宁特钢,4.540,-0.030,-0.657,4.530,4.540,4.570,4.560,4.600,4.510,4972193,22636786,15:00:00,75.667,78.819,3.0107,1.508,474483.686408,336513.540408,0.67081,,
sh600118,600118,中国卫星,22.090,-0.310,-1.384,22.080,22.090,22.400,22.600,22.660,21.960,5679458,126469708,15:00:00,63.114,63.477,4.4383,4.977,2612118.499215,2612118.499215,0.4803,,
sh600119,600119,长江投资,10.990,-0.050,-0.453,10.980,10.990,11.040,11.010,11.150,10.890,3333200,36673662,15:00:00,-36.633,-32.757,2.0584,5.339,337832.6,337832.6,1.08432,,
sh600120,600120,浙江东方,21.230,-0.070,-0.329,21.210,21.240,21.300,21.300,21.480,21.090,2821397,60067808,15:00:00,19.3,20.273,15.1690,1.4,1427943.015675,1073120.142842,0.55817,,
sh600121,600121,郑州煤电,4.200,-0.070,-1.639,4.200,4.210,4.270,4.280,4.290,4.180,4607602,19481869,15:00:00,6.796,9.669,3.3781,1.243,426444.2133,426444.2133,0.4538,,
sh600122,600122,宏图高科,8.090,-0.120,-1.462,8.080,8.090,8.210,8.190,8.210,8.070,10208200,82910213,15:00:00,15.351,15.594,7.3952,1.094,936830.37315,936830.37315,0.88153,,
sh600123,600123,兰花科创,7.260,-0.050,-0.684,7.250,7.270,7.310,7.290,7.350,7.230,6611700,48178048,15:00:00,10.611,11.017,8.4243,0.862,829382.4,829382.4,0.57876,,
sh600125,600125,铁龙物流,8.520,-0.040,-0.467,8.520,8.530,8.560,8.660,8.720,8.500,13179819,113109755,15:00:00,33.676,29.979,4.1309,2.063,1112304.636648,1112304.636648,1.00954,,
sh600126,600126,杭钢股份,6.320,-0.060,-0.940,6.320,6.330,6.380,6.370,6.420,6.290,3889900,24682397,15:00:00,9.159,7.848,6.5670,0.962,1641833.461792,585855.139992,0.41963,,
sh600127,600127,金健米业,4.090,0.020,0.491,4.080,4.090,4.070,4.060,4.090,4.040,1847650,7510398,15:00:00,239.181,225.967,1.1836,3.456,262489.336162,262489.336162,0.28789,,
sh600128,600128,弘业股份,8.270,-0.050,-0.601,8.270,8.280,8.320,8.350,8.370,8.210,1246201,10355436,15:00:00,166.398,-566.438,5.4868,1.507,204076.7225,204076.7225,0.50501,,
sh600129,600129,太极集团,15.270,0.000,0.000,15.240,15.270,15.270,15.270,15.350,15.120,1611367,24562982,15:00:00,66.391,62.25,5.6942,2.682,850372.166088,651867.138,0.37746,,
sh600130,600130,波导股份,6.150,-0.040,-0.646,6.130,6.140,6.190,6.120,6.190,6.090,5744500,35260962,15:00:00,-30.75,-34.434,1.1064,5.559,472320,472320,0.74798,,
sh600131,600131,岷江水电,5.970,-0.030,-0.500,5.950,5.970,6.000,6.020,6.050,5.930,1355501,8107295,15:00:00,37.313,26.311,2.3558,2.534,300962.717535,237270.547491,0.34106,,
sh600132,600132,重庆啤酒,28.100,0.120,0.429,28.050,28.090,27.980,28.170,28.660,27.900,4523369,128120912,15:00:00,41.324,38.107,2.5605,10.974,1359959.06638,1359959.06638,0.93464,,
sh600133,600133,东湖高新,9.530,0.000,0.000,0.000,0.000,9.530,0.000,0.000,0.000,0,0,15:00:00,6.62,25.252,5.0604,1.883,691667.883513,512665.315995,0,,
sh600135,600135,乐凯胶片,9.240,-0.010,-0.108,9.240,9.250,9.250,9.250,9.330,9.180,2934100,27139677,15:00:00,58.186,68.546,4.5712,2.021,344644.36314,340348.907976,0.79657,,
sh600136,600136,当代明诚,16.830,-0.870,-4.915,16.830,16.840,17.700,17.430,17.880,16.690,11605440,199103810,15:00:00,64.731,44.82,5.2650,3.197,819927.619038,579474.295488,3.37063,,
sh600137,600137,浪莎股份,19.130,-0.130,-0.675,19.100,19.120,19.260,19.020,19.350,19.000,828100,15882870,15:00:00,81.059,77.544,4.9501,3.865,185977.245844,185977.245844,0.8518,,
sh600138,600138,中青旅,21.660,-0.080,-0.368,21.640,21.650,21.740,21.620,21.760,21.510,3312571,71625864,15:00:00,27.418,26.853,7.8582,2.756,1567837.44,1567837.44,0.45764,,
sh600139,600139,西部资源,5.360,-0.100,-1.832,5.350,5.360,5.460,5.460,5.480,5.310,4401241,23714928,15:00:00,-5.92,-5.968,0.5800,9.241,354773.312288,354773.312288,0.66495,,
sh600141,600141,兴发集团,15.860,-0.260,-1.613,15.860,15.870,16.120,16.180,16.220,15.750,7227231,115562777,15:00:00,30.227,22.886,10.7878,1.47,961090.660478,794143.293476,1.44337,,
sh600143,600143,金发科技,5.860,-0.050,-0.846,5.880,5.890,5.910,5.930,5.970,5.820,4637555,27245439,15:00:00,29.053,26.254,3.7156,1.577,1592035.884596,1500160,0.18115,,
sh600145,600145,*ST新亿,1.870,0.000,0.000,0.000,0.000,1.870,0.000,0.000,0.000,0,0,15:00:00,271.014,301.613,0.4189,4.464,278835.77106,278835.77106,0,,
sh600146,600146,商赢环球,26.660,-0.270,-1.003,26.540,26.650,26.930,26.650,26.930,26.220,1576282,41885698,15:00:00,59.244,58.619,6.4869,4.11,1252940.02,533200,0.78814,,
sh600148,600148,长春一东,19.400,0.000,0.000,0.000,0.000,19.400,0.000,0.000,0.000,0,0,15:00:00,149.231,128.647,2.9016,6.686,274541.913,274541.913,0,,
sh600149,600149,ST坊展,8.160,0.110,1.367,8.140,8.150,8.050,8.010,8.260,8.010,3582321,29171670,15:00:00,152.239,156.322,0.5298,15.402,310210.56,310210.56,0.94232,,
sh600150,600150,*ST船舶,13.420,-0.420,-3.035,13.430,13.440,13.840,13.940,13.940,13.390,12689889,173747946,15:00:00,-8.036,-8.577,10.6501,1.26,1849433.816516,1849433.816516,0.92081,,
sh600151,600151,航天机电,5.500,-0.150,-2.655,5.490,5.500,5.650,5.650,5.680,5.460,9281375,51493449,15:00:00,-25.522,-24.797,3.8976,1.411,788838.75785,763782.64985,0.66835,,
sh600152,600152,维科精华,5.770,-0.110,-1.871,5.770,5.780,5.880,5.910,5.920,5.730,1533511,8934634,15:00:00,128.795,53.925,3.1066,1.857,254261.251019,169346.1534,0.5225,,
sh600153,600153,建发股份,11.230,0.020,0.178,11.210,11.220,11.210,11.210,11.400,11.190,9886464,111566307,15:00:00,9.598,9.123,8.5275,1.317,3183930.19519,3183930.19519,0.3487,,
sh600155,600155,宝硕股份,8.940,0.010,0.112,8.930,8.940,8.930,8.930,8.990,8.840,4492304,40101172,15:00:00,111.75,106.555,8.6118,1.038,1555163.643312,1008648.520542,0.39817,,
sh600156,600156,华升股份,4.280,-0.080,-1.835,4.300,4.310,4.360,4.310,4.360,4.220,1502570,6433113,15:00:00,-19.879,-20.919,1.5201,2.816,172103.380456,172103.380456,0.37367,,
sh600157,600157,永泰能源,2.270,-0.060,-2.575,2.270,2.280,2.330,2.300,2.330,2.250,92619143,212061225,15:00:00,46.804,28.025,1.9945,1.138,2820655.539002,2820655.539002,0.74538,,
sh600158,600158,中体产业,11.640,0.000,0.000,0.000,0.000,11.640,0.000,0.000,0.000,0,0,15:00:00,168.94,163.254,1.9192,6.065,982107.974172,765324.636288,0,,
sh600159,600159,大龙地产,3.260,0.020,0.617,3.250,3.260,3.240,3.230,3.260,3.200,4142100,13416054,15:00:00,108.667,211.688,2.6362,1.237,270581.053632,270581.053632,0.49905,,
sh600160,600160,巨化股份,11.790,0.310,2.700,11.770,11.790,11.480,11.450,11.800,11.450,35083232,408948166,15:00:00,26.795,21.125,5.3340,2.21,2489654.488707,2410982.497395,1.71561,,
sh600161,600161,天坛生物,29.260,0.370,1.281,29.240,29.260,28.890,29.000,29.350,28.300,8825517,254530916,15:00:00,16.625,15.879,4.7093,6.213,1960732.871328,1960732.871328,1.31703,,
sh600162,600162,香江控股,3.050,-0.010,-0.327,3.040,3.050,3.060,3.050,3.080,3.030,8447406,25838274,15:00:00,12.495,14.448,1.5029,2.029,1037204.78432,724179.5499,0.35578,,
sh600163,600163,中闽能源,3.840,0.010,0.261,3.840,3.850,3.830,3.830,3.870,3.820,1920800,7384275,15:00:00,24.935,22.682,1.8002,2.133,383794.64832,383794.64832,0.19218,,
sh600165,600165,新日恒力,16.510,0.000,0.000,0.000,0.000,16.510,0.000,0.000,0.000,0,0,15:00:00,294.821,222.507,1.2604,13.099,1130743.112525,1130743.112525,0,,
sh600166,600166,福田汽车,2.270,-0.010,-0.439,2.260,2.270,2.280,2.270,2.280,2.260,24493700,55546460,15:00:00,113.5,-26.152,2.7556,0.824,1514119.80283,1514119.80283,0.36721,,
